method,K,objective_ratio_mean,objective_ratio_se,time_mean,time_se,success_rate,n,case,title,family
SGA,40,0.3030077790031243,0.0005981267228668,0.0258842666322985,0.0013793746942311,1.0,12,random_lp_B,RandomLP B,random_lp
SGA,50,0.3029729813685815,0.0005980801384022,0.0344715416722464,0.0011234324149503,1.0,12,random_lp_B,RandomLP B,random_lp
CostOnly,5,0.5268136387826711,7.214765135791358e-05,0.0100263999969077,0.000984342048494,1.0,12,random_lp_C,RandomLP C,random_lp
CostOnly,10,0.5666576970461085,5.1060567813841175e-05,0.0162226083242178,0.0012510477261643,1.0,12,random_lp_C,RandomLP C,random_lp
CostOnly,20,0.5954806897369146,3.83585131946221e-05,0.0300146666607663,0.0013027965373328,1.0,12,random_lp_C,RandomLP C,random_lp
CostOnly,30,0.7462155861144373,3.904500622683763e-05,0.0446397749862322,0.0017407040290261,1.0,12,random_lp_C,RandomLP C,random_lp
CostOnly,40,0.7773358998013219,2.929558544061326e-05,0.0559142333125539,0.0022218335600641,1.0,12,random_lp_C,RandomLP C,random_lp
CostOnly,50,0.803919743492541,5.105545736377994e-05,0.0710839916428085,0.0018322946899814,1.0,12,random_lp_C,RandomLP C,random_lp
Full,5,1.0,0.0,0.2240367916335041,0.0046483423060682,1.0,12,random_lp_C,RandomLP C,random_lp
Full,10,1.0,0.0,0.2240367916335041,0.0046483423060682,1.0,12,random_lp_C,RandomLP C,random_lp
Full,20,1.0,0.0,0.2240367916335041,0.0046483423060682,1.0,12,random_lp_C,RandomLP C,random_lp
Full,30,1.0,0.0,0.2240367916335041,0.0046483423060682,1.0,12,random_lp_C,RandomLP C,random_lp
Full,40,1.0,0.0,0.2240367916335041,0.0046483423060682,1.0,12,random_lp_C,RandomLP C,random_lp
Full,50,1.0,0.0,0.2240367916335041,0.0046483423060682,1.0,12,random_lp_C,RandomLP C,random_lp
OursEstC,5,1.0000000000000009,2.305044942288571e-16,0.0064262499799951,0.0004205275873169,1.0,12,random_lp_C,RandomLP C,random_lp
OursEstC,10,1.0000000000000009,2.305044942288571e-16,0.0064262499799951,0.0004205275873169,1.0,12,random_lp_C,RandomLP C,random_lp
OursEstC,20,1.0000000000000009,2.305044942288571e-16,0.0064262499799951,0.0004205275873169,1.0,12,random_lp_C,RandomLP C,random_lp
OursEstC,30,1.0000000000000009,2.305044942288571e-16,0.0064262499799951,0.0004205275873169,1.0,12,random_lp_C,RandomLP C,random_lp
OursEstC,40,1.0000000000000009,2.305044942288571e-16,0.0064262499799951,0.0004205275873169,1.0,12,random_lp_C,RandomLP C,random_lp
OursEstC,50,1.0000000000000009,2.305044942288571e-16,0.0064262499799951,0.0004205275873169,1.0,12,random_lp_C,RandomLP C,random_lp
PCA,5,0.0636672718593124,0.000124229906092,0.008612491665796,0.0003175169019915,1.0,12,random_lp_C,RandomLP C,random_lp
PCA,10,0.0636672718593124,0.000124229906092,0.0142126333569952,0.0008106697630479,1.0,12,random_lp_C,RandomLP C,random_lp
PCA,20,0.0636672718593124,0.000124229906092,0.020820800011279,0.0007942200910305,1.0,12,random_lp_C,RandomLP C,random_lp
PCA,30,0.0636672718593124,0.000124229906092,0.0263389833562541,0.0010963986570335,1.0,12,random_lp_C,RandomLP C,random_lp
PCA,40,0.0636672718593124,0.000124229906092,0.0290492166532203,0.0013041651907199,1.0,12,random_lp_C,RandomLP C,random_lp
PCA,50,0.0636672718593124,0.000124229906092,0.0321149250084999,0.0012053943739619,1.0,12,random_lp_C,RandomLP C,random_lp
Rand,5,0.0655216200573111,0.0002018384909245,0.0051813388870666,0.0002053176018891,1.0,36,random_lp_C,RandomLP C,random_lp
Rand,10,0.0708777430136652,0.0002777935949157,0.0105492194480676,0.000562707659847,1.0,36,random_lp_C,RandomLP C,random_lp
Rand,20,0.076341840535291,0.0003706369639902,0.0137038722265666,0.0004253255493061,1.0,36,random_lp_C,RandomLP C,random_lp
Rand,30,0.0796004330024142,0.0002048646739359,0.0193128333388206,0.0006933733908767,1.0,36,random_lp_C,RandomLP C,random_lp
Rand,40,0.0937262279519096,0.0009735902625486,0.0256280222125092,0.0013135144075189,1.0,36,random_lp_C,RandomLP C,random_lp
Rand,50,0.125556404987995,0.0049167057000542,0.0311362777817217,0.000757017906811,1.0,36,random_lp_C,RandomLP C,random_lp
SGA,5,0.3812877763637081,0.000108240024802,0.0083517666595677,0.0007030404080653,1.0,12,random_lp_C,RandomLP C,random_lp
SGA,10,0.381291319392721,0.0001081447386508,0.0157417083391919,0.0006282350117924,1.0,12,random_lp_C,RandomLP C,random_lp
SGA,20,0.3814544162002857,0.0001081319893598,0.0261111667011087,0.0012615019291195,1.0,12,random_lp_C,RandomLP C,random_lp
SGA,30,0.3813928247758547,0.0001081372298796,0.0315215000106642,0.0008179606008087,1.0,12,random_lp_C,RandomLP C,random_lp
SGA,40,0.3813602030511633,0.0001081192460746,0.0308513916679657,0.001461398216647,1.0,12,random_lp_C,RandomLP C,random_lp
SGA,50,0.3813681917537478,0.0001081397482045,0.0348565666645299,0.0013447721121639,1.0,12,random_lp_C,RandomLP C,random_lp
CostOnly,5,0.5300492979342292,9.10283617964667e-05,0.0088247916331359,0.0004135345343567,1.0,12,random_lp_D,RandomLP D,random_lp
CostOnly,10,0.5408233808665673,0.0001094152353068,0.0156171916460152,0.001267698696786,1.0,12,random_lp_D,RandomLP D,random_lp
CostOnly,20,0.5613935172213781,0.000107690336459,0.0306748000051204,0.0014428948857895,1.0,12,random_lp_D,RandomLP D,random_lp
CostOnly,30,0.6743013194182508,9.342841359798064e-05,0.0447513083636294,0.0019759594691506,1.0,12,random_lp_D,RandomLP D,random_lp
CostOnly,40,0.709878321294484,0.0001084003929371,0.0612253916527454,0.0018491123678435,1.0,12,random_lp_D,RandomLP D,random_lp
CostOnly,50,0.7277464978464686,9.2196362578681e-05,0.076464641674344,0.0013784204843719,1.0,12,random_lp_D,RandomLP D,random_lp
Full,5,1.0,0.0,0.3319973500135044,0.0090570405790344,1.0,12,random_lp_D,RandomLP D,random_lp
Full,10,1.0,0.0,0.3319973500135044,0.0090570405790344,1.0,12,random_lp_D,RandomLP D,random_lp
Full,20,1.0,0.0,0.3319973500135044,0.0090570405790344,1.0,12,random_lp_D,RandomLP D,random_lp
Full,30,1.0,0.0,0.3319973500135044,0.0090570405790344,1.0,12,random_lp_D,RandomLP D,random_lp
Full,40,1.0,0.0,0.3319973500135044,0.0090570405790344,1.0,12,random_lp_D,RandomLP D,random_lp
Full,50,1.0,0.0,0.3319973500135044,0.0090570405790344,1.0,12,random_lp_D,RandomLP D,random_lp
OursEstC,5,0.999999954342,3.166672774554853e-08,0.0055171583274689,0.0003997963438888,1.0,12,random_lp_D,RandomLP D,random_lp
OursEstC,10,0.999999954342,3.166672774554853e-08,0.0055171583274689,0.0003997963438888,1.0,12,random_lp_D,RandomLP D,random_lp
OursEstC,20,0.999999954342,3.166672774554853e-08,0.0055171583274689,0.0003997963438888,1.0,12,random_lp_D,RandomLP D,random_lp
OursEstC,30,0.999999954342,3.166672774554853e-08,0.0055171583274689,0.0003997963438888,1.0,12,random_lp_D,RandomLP D,random_lp
OursEstC,40,0.999999954342,3.166672774554853e-08,0.0055171583274689,0.0003997963438888,1.0,12,random_lp_D,RandomLP D,random_lp
OursEstC,50,0.999999954342,3.166672774554853e-08,0.0055171583274689,0.0003997963438888,1.0,12,random_lp_D,RandomLP D,random_lp
PCA,5,0.1036981463677969,0.0001525292324246,0.0089122250210493,0.0005456450305475,1.0,12,random_lp_D,RandomLP D,random_lp
PCA,10,0.1036981463677969,0.0001525292324246,0.0134839833287211,0.0008003885377444,1.0,12,random_lp_D,RandomLP D,random_lp
PCA,20,0.1036981463677969,0.0001525292324246,0.022711441667828,0.0009837061836696,1.0,12,random_lp_D,RandomLP D,random_lp
PCA,30,0.1036981463677969,0.0001525292324246,0.0282718083180952,0.0010637497290842,1.0,12,random_lp_D,RandomLP D,random_lp
PCA,40,0.1036981463677969,0.0001525292324246,0.0324210166678918,0.0007420578123713,1.0,12,random_lp_D,RandomLP D,random_lp
PCA,50,0.1036981463677969,0.0001525292324246,0.0354502749978564,0.0010366899347806,1.0,12,random_lp_D,RandomLP D,random_lp
Rand,5,0.1065003938607974,0.0002611415803119,0.0050743194523318,0.0001639642041246,1.0,36,random_lp_D,RandomLP D,random_lp
Rand,10,0.1062978796863143,0.0001975004604115,0.0082017139033672,0.0002533608150122,1.0,36,random_lp_D,RandomLP D,random_lp
Rand,20,0.1100951070688576,0.0002689996844468,0.0135613111164679,0.0004596866637695,1.0,36,random_lp_D,RandomLP D,random_lp
Rand,30,0.1215170994070785,0.0008336976354833,0.0211375500010843,0.0005272793597079,1.0,36,random_lp_D,RandomLP D,random_lp
Rand,40,0.1201619109100914,0.0001282205730218,0.0298070555501099,0.0010177455847686,1.0,36,random_lp_D,RandomLP D,random_lp
Rand,50,0.1274942659257461,0.0007083507467658,0.0334646444373194,0.0008110922635695,1.0,36,random_lp_D,RandomLP D,random_lp
SGA,5,0.3629982422110484,0.0001211500038151,0.0090401083192166,0.0005271541736741,1.0,12,random_lp_D,RandomLP D,random_lp
SGA,10,0.3629982422110658,0.0001211500038155,0.0162167833283698,0.0004830685096882,1.0,12,random_lp_D,RandomLP D,random_lp
SGA,20,0.3629982422110684,0.0001211500038147,0.0264864999820322,0.0016592801928505,1.0,12,random_lp_D,RandomLP D,random_lp
SGA,30,0.3631144529196737,0.0001211531808568,0.0375607666598321,0.0011266245021269,1.0,12,random_lp_D,RandomLP D,random_lp
SGA,40,0.36309374740949,0.0001211600464002,0.0350732750084716,0.0017335175320958,1.0,12,random_lp_D,RandomLP D,random_lp
SGA,50,0.3630711477524753,0.0001211851270088,0.0379368833382613,0.001422727806376,1.0,12,random_lp_D,RandomLP D,random_lp
